"","sp1","sp2","sp1_inc","sp2_inc","obs_cooccur","prob_cooccur","exp_cooccur","p_lt","p_gt","sp1_name","sp2_name"
"1",43,47,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Blarina_brevicauda"
"2",43,87,3,4,1,0.148,1.3,0.59524,0.88095,"Bison_sp.","Canis_latrans"
"3",43,101,3,4,1,0.148,1.3,0.59524,0.88095,"Bison_sp.","Castor_canadensis"
"4",43,120,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Clethrionomys_gapperi"
"5",43,148,3,3,2,0.111,1,0.9881,0.22619,"Bison_sp.","Dasypus_bellus"
"6",43,202,3,4,2,0.148,1.3,0.95238,0.40476,"Bison_sp.","Equus_sp."
"7",43,229,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Geomys_bursarius"
"8",43,300,3,4,1,0.148,1.3,0.59524,0.88095,"Bison_sp.","Lepus_americanus"
"9",43,316,3,3,2,0.111,1,0.9881,0.22619,"Bison_sp.","Mammut_americanum"
"10",43,324,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Marmota_caligata"
"11",43,330,3,3,0,0.111,1,0.2381,1,"Bison_sp.","Martes_americana"
"12",43,334,3,3,0,0.111,1,0.2381,1,"Bison_sp.","Martes_pennanti"
"13",43,359,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Microtus_longicaudus"
"14",43,369,3,4,2,0.148,1.3,0.95238,0.40476,"Bison_sp.","Microtus_pennsylvanicus"
"15",43,372,3,6,2,0.222,2,0.7619,0.77381,"Bison_sp.","Microtus_sp."
"16",43,376,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Mictomys_borealis"
"17",43,431,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Neotoma_cinerea"
"18",43,471,3,4,1,0.148,1.3,0.59524,0.88095,"Bison_sp.","Odocoileus_virginianus"
"19",43,481,3,5,2,0.185,1.7,0.88095,0.59524,"Bison_sp.","Ondatra_zibethicus"
"20",43,508,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Ovis_canadensis"
"21",43,562,3,4,1,0.148,1.3,0.59524,0.88095,"Bison_sp.","Peromyscus_maniculatus"
"22",43,573,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Peromyscus_sp."
"23",43,580,3,4,2,0.148,1.3,0.95238,0.40476,"Bison_sp.","Phenacomys_intermedius"
"24",43,694,3,4,2,0.148,1.3,0.95238,0.40476,"Bison_sp.","Sorex_cinereus"
"25",43,729,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Spermophilus_columbianus"
"26",43,733,3,3,2,0.111,1,0.9881,0.22619,"Bison_sp.","Spermophilus_franklinii"
"27",43,777,3,3,2,0.111,1,0.9881,0.22619,"Bison_sp.","Synaptomys_cooperi"
"28",43,787,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Tamias_sp."
"29",43,788,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Tamias_striatus"
"30",43,790,3,3,1,0.111,1,0.77381,0.7619,"Bison_sp.","Tamiasciurus_hudsonicus"
"31",43,816,3,4,2,0.148,1.3,0.95238,0.40476,"Bison_sp.","Thomomys_talpoides"
"32",43,834,3,3,0,0.111,1,0.2381,1,"Bison_sp.","Ursus_americanus"
"33",47,87,3,4,1,0.148,1.3,0.59524,0.88095,"Blarina_brevicauda","Canis_latrans"
"34",47,101,3,4,1,0.148,1.3,0.59524,0.88095,"Blarina_brevicauda","Castor_canadensis"
"35",47,120,3,3,3,0.111,1,1,0.0119,"Blarina_brevicauda","Clethrionomys_gapperi"
"36",47,148,3,3,1,0.111,1,0.77381,0.7619,"Blarina_brevicauda","Dasypus_bellus"
"37",47,202,3,4,1,0.148,1.3,0.59524,0.88095,"Blarina_brevicauda","Equus_sp."
"38",47,229,3,3,2,0.111,1,0.9881,0.22619,"Blarina_brevicauda","Geomys_bursarius"
"39",47,300,3,4,1,0.148,1.3,0.59524,0.88095,"Blarina_brevicauda","Lepus_americanus"
"40",47,316,3,3,2,0.111,1,0.9881,0.22619,"Blarina_brevicauda","Mammut_americanum"
"41",47,324,3,3,0,0.111,1,0.2381,1,"Blarina_brevicauda","Marmota_caligata"
"42",47,330,3,3,1,0.111,1,0.77381,0.7619,"Blarina_brevicauda","Martes_americana"
"43",47,334,3,3,2,0.111,1,0.9881,0.22619,"Blarina_brevicauda","Martes_pennanti"
"44",47,359,3,3,0,0.111,1,0.2381,1,"Blarina_brevicauda","Microtus_longicaudus"
"45",47,369,3,4,3,0.148,1.3,1,0.04762,"Blarina_brevicauda","Microtus_pennsylvanicus"
"46",47,372,3,6,3,0.222,2,1,0.2381,"Blarina_brevicauda","Microtus_sp."
"47",47,376,3,3,3,0.111,1,1,0.0119,"Blarina_brevicauda","Mictomys_borealis"
"48",47,431,3,3,0,0.111,1,0.2381,1,"Blarina_brevicauda","Neotoma_cinerea"
"49",47,471,3,4,1,0.148,1.3,0.59524,0.88095,"Blarina_brevicauda","Odocoileus_virginianus"
"50",47,481,3,5,3,0.185,1.7,1,0.11905,"Blarina_brevicauda","Ondatra_zibethicus"
"51",47,508,3,3,0,0.111,1,0.2381,1,"Blarina_brevicauda","Ovis_canadensis"
"52",47,562,3,4,1,0.148,1.3,0.59524,0.88095,"Blarina_brevicauda","Peromyscus_maniculatus"
"53",47,573,3,3,2,0.111,1,0.9881,0.22619,"Blarina_brevicauda","Peromyscus_sp."
"54",47,580,3,4,2,0.148,1.3,0.95238,0.40476,"Blarina_brevicauda","Phenacomys_intermedius"
"55",47,694,3,4,2,0.148,1.3,0.95238,0.40476,"Blarina_brevicauda","Sorex_cinereus"
"56",47,729,3,3,0,0.111,1,0.2381,1,"Blarina_brevicauda","Spermophilus_columbianus"
"57",47,733,3,3,1,0.111,1,0.77381,0.7619,"Blarina_brevicauda","Spermophilus_franklinii"
"58",47,777,3,3,2,0.111,1,0.9881,0.22619,"Blarina_brevicauda","Synaptomys_cooperi"
"59",47,787,3,3,1,0.111,1,0.77381,0.7619,"Blarina_brevicauda","Tamias_sp."
"60",47,788,3,3,2,0.111,1,0.9881,0.22619,"Blarina_brevicauda","Tamias_striatus"
"61",47,790,3,3,1,0.111,1,0.77381,0.7619,"Blarina_brevicauda","Tamiasciurus_hudsonicus"
"62",47,816,3,4,1,0.148,1.3,0.59524,0.88095,"Blarina_brevicauda","Thomomys_talpoides"
"63",47,834,3,3,1,0.111,1,0.77381,0.7619,"Blarina_brevicauda","Ursus_americanus"
"64",85,372,2,6,2,0.148,1.3,1,0.41667,"Canis_dirus","Microtus_sp."
"65",85,481,2,5,1,0.123,1.1,0.72222,0.83333,"Canis_dirus","Ondatra_zibethicus"
"66",87,101,4,4,2,0.198,1.8,0.83333,0.64286,"Canis_latrans","Castor_canadensis"
"67",87,120,4,3,1,0.148,1.3,0.59524,0.88095,"Canis_latrans","Clethrionomys_gapperi"
"68",87,148,4,3,2,0.148,1.3,0.95238,0.40476,"Canis_latrans","Dasypus_bellus"
"69",87,202,4,4,2,0.198,1.8,0.83333,0.64286,"Canis_latrans","Equus_sp."
"70",87,229,4,3,2,0.148,1.3,0.95238,0.40476,"Canis_latrans","Geomys_bursarius"
"71",87,300,4,4,1,0.198,1.8,0.35714,0.96032,"Canis_latrans","Lepus_americanus"
"72",87,316,4,3,1,0.148,1.3,0.59524,0.88095,"Canis_latrans","Mammut_americanum"
"73",87,324,4,3,0,0.148,1.3,0.11905,1,"Canis_latrans","Marmota_caligata"
"74",87,330,4,3,0,0.148,1.3,0.11905,1,"Canis_latrans","Martes_americana"
"75",87,334,4,3,1,0.148,1.3,0.59524,0.88095,"Canis_latrans","Martes_pennanti"
"76",87,359,4,3,0,0.148,1.3,0.11905,1,"Canis_latrans","Microtus_longicaudus"
"77",87,369,4,4,2,0.198,1.8,0.83333,0.64286,"Canis_latrans","Microtus_pennsylvanicus"
"78",87,372,4,6,4,0.296,2.7,1,0.11905,"Canis_latrans","Microtus_sp."
"79",87,376,4,3,1,0.148,1.3,0.59524,0.88095,"Canis_latrans","Mictomys_borealis"
"80",87,431,4,3,0,0.148,1.3,0.11905,1,"Canis_latrans","Neotoma_cinerea"
"81",87,471,4,4,3,0.198,1.8,0.99206,0.16667,"Canis_latrans","Odocoileus_virginianus"
"82",87,481,4,5,3,0.247,2.2,0.96032,0.35714,"Canis_latrans","Ondatra_zibethicus"
"83",87,508,4,3,0,0.148,1.3,0.11905,1,"Canis_latrans","Ovis_canadensis"
"84",87,562,4,4,0,0.198,1.8,0.03968,1,"Canis_latrans","Peromyscus_maniculatus"
"85",87,573,4,3,2,0.148,1.3,0.95238,0.40476,"Canis_latrans","Peromyscus_sp."
"86",87,580,4,4,0,0.198,1.8,0.03968,1,"Canis_latrans","Phenacomys_intermedius"
"87",87,694,4,4,2,0.198,1.8,0.83333,0.64286,"Canis_latrans","Sorex_cinereus"
"88",87,729,4,3,0,0.148,1.3,0.11905,1,"Canis_latrans","Spermophilus_columbianus"
"89",87,733,4,3,2,0.148,1.3,0.95238,0.40476,"Canis_latrans","Spermophilus_franklinii"
"90",87,777,4,3,1,0.148,1.3,0.59524,0.88095,"Canis_latrans","Synaptomys_cooperi"
"91",87,787,4,3,1,0.148,1.3,0.59524,0.88095,"Canis_latrans","Tamias_sp."
"92",87,788,4,3,2,0.148,1.3,0.95238,0.40476,"Canis_latrans","Tamias_striatus"
"93",87,790,4,3,1,0.148,1.3,0.59524,0.88095,"Canis_latrans","Tamiasciurus_hudsonicus"
"94",87,816,4,4,0,0.198,1.8,0.03968,1,"Canis_latrans","Thomomys_talpoides"
"95",87,834,4,3,2,0.148,1.3,0.95238,0.40476,"Canis_latrans","Ursus_americanus"
"96",101,120,4,3,1,0.148,1.3,0.59524,0.88095,"Castor_canadensis","Clethrionomys_gapperi"
"97",101,148,4,3,0,0.148,1.3,0.11905,1,"Castor_canadensis","Dasypus_bellus"
"98",101,202,4,4,1,0.198,1.8,0.35714,0.96032,"Castor_canadensis","Equus_sp."
"99",101,229,4,3,2,0.148,1.3,0.95238,0.40476,"Castor_canadensis","Geomys_bursarius"
"100",101,300,4,4,3,0.198,1.8,0.99206,0.16667,"Castor_canadensis","Lepus_americanus"
"101",101,316,4,3,0,0.148,1.3,0.11905,1,"Castor_canadensis","Mammut_americanum"
"102",101,324,4,3,2,0.148,1.3,0.95238,0.40476,"Castor_canadensis","Marmota_caligata"
"103",101,330,4,3,1,0.148,1.3,0.59524,0.88095,"Castor_canadensis","Martes_americana"
"104",101,334,4,3,2,0.148,1.3,0.95238,0.40476,"Castor_canadensis","Martes_pennanti"
"105",101,359,4,3,2,0.148,1.3,0.95238,0.40476,"Castor_canadensis","Microtus_longicaudus"
"106",101,369,4,4,1,0.198,1.8,0.35714,0.96032,"Castor_canadensis","Microtus_pennsylvanicus"
"107",101,372,4,6,2,0.296,2.7,0.40476,0.95238,"Castor_canadensis","Microtus_sp."
"108",101,376,4,3,1,0.148,1.3,0.59524,0.88095,"Castor_canadensis","Mictomys_borealis"
"109",101,431,4,3,2,0.148,1.3,0.95238,0.40476,"Castor_canadensis","Neotoma_cinerea"
"110",101,471,4,4,1,0.198,1.8,0.35714,0.96032,"Castor_canadensis","Odocoileus_virginianus"
